Year,Global,NH,SH,WNP,ENP,NA,SI,SP,NI,WNP_RH600,WNP_RV850,WNP_AV850,WNP_VWS,WNP_W500,WNP_SST,WNP_SSS,WNP_MLD,WNP_D26,WNP_T100,WNP_TCHP,WNP_MPI,ENP_RH600,ENP_RV850,ENP_AV850,ENP_VWS,ENP_W500,ENP_SST,ENP_SSS,ENP_MLD,ENP_D26,ENP_T100,ENP_TCHP,ENP_MPI,NA_RH600,NA_RV850,NA_AV850,NA_VWS,NA_W500,NA_SST,NA_SSS,NA_MLD,NA_D26,NA_T100,NA_TCHP,NA_MPI,SI_RH600,SI_RV850,SI_AV850,SI_VWS,SI_W500,SI_SST,SI_SSS,SI_MLD,SI_D26,SI_T100,SI_TCHP,SI_MPI,SP_RH600,SP_RV850,SP_AV850,SP_VWS,SP_W500,SP_SST,SP_SSS,SP_MLD,SP_D26,SP_T100,SP_TCHP,SP_MPI,NI_RH600,NI_RV850,NI_AV850,NI_VWS,NI_W500,NI_SST,NI_SSS,NI_MLD,NI_D26,NI_T100,NI_TCHP,NI_MPI,Global_RH600,Global_RV850,Global_AV850,Global_VWS,Global_W500,Global_SST,Global_SSS,Global_MLD,Global_D26,Global_T100,Global_TCHP,Global_MPI
2000,81,56,25,23,19,14,16,9,0,59.26135,1.46E-08,3.76E-05,8.331474,-0.04021273,29.175642,34.289753,32.49531,94.50721,28.50393,91.0174,81.02244,61.796738,-7.60E-07,3.07E-05,7.32989,-0.032728847,27.72239,33.831203,21.21773,34.49011,24.527742,21.535807,73.91213,57.458347,1.72E-06,3.32E-05,13.134168,-0.016097618,27.06704,35.76481,28.162222,36.10201,25.290085,19.018883,69.119804,55.298855,-9.76E-06,-3.51E-05,10.619401,-0.035454914,28.260675,34.391697,21.305088,47.125324,26.139297,33.7951,78.54989,62.370625,7.69E-07,-3.07E-05,9.535228,-0.053698767,29.069342,34.487926,32.706783,114.043846,28.69174,113.7521,84.731346,54.276165,4.12E-06,3.56E-05,23.941612,-0.024997247,28.481825,34.6562,33.25984,66.47784,27.510912,46.261826,75.101166,58.410343,2.35E-06,3.38E-05,12.148628,-0.033865023,28.296152,34.570267,28.191164,65.457726,26.777283,54.230183,77.0728
2001,72,56,16,26,15,15,9,7,0,60.09474,1.50E-06,3.91E-05,8.45087,-0.041799635,29.36484,34.353645,30.098917,91.32592,28.597122,88.99999,81.458336,61.324295,-1.41E-06,3.01E-05,8.352683,-0.02718001,28.098078,33.891407,23.099474,39.355434,25.06353,27.803747,76.60352,56.45755,9.71E-07,3.24E-05,11.802227,-0.013154238,27.295568,35.84641,25.57823,38.215683,25.436396,22.758436,69.48621,50.685314,-7.72E-06,-3.30E-05,10.253178,-0.024360796,28.463934,34.39076,22.031206,47.375164,26.352951,37.035492,81.10749,59.33281,-1.14E-07,-3.16E-05,9.615511,-0.048033983,29.220198,34.582935,30.731459,114.99543,28.833605,119.07111,85.57246,57.105625,4.54E-06,3.60E-05,24.086708,-0.023474507,28.495363,34.63635,33.119827,63.733562,27.40879,44.537888,74.12537,57.500057,2.24E-06,3.37E-05,12.093529,-0.029667193,28.489662,34.616917,27.443184,65.833534,26.94873,56.70111,78.05889
2002,70,50,20,22,16,12,14,6,0,57.087036,2.20E-06,3.98E-05,9.32931,-0.03385687,29.087545,34.37254,31.13463,83.91587,28.225554,74.67453,79.389565,64.75259,-1.07E-06,3.04E-05,7.8036656,-0.0396432,28.179985,33.90056,24.18962,40.518696,25.215399,29.065742,76.66917,54.84816,1.50E-06,3.30E-05,13.252536,-0.013102979,26.960632,35.90005,28.242577,35.62021,25.16038,19.075567,66.33741,55.746563,-6.89E-06,-3.22E-05,7.4119396,-0.036494907,28.6906,34.31155,23.7198,51.835728,26.79363,44.992634,80.93566,58.789288,-2.09E-06,-3.36E-05,9.532529,-0.044657443,29.383345,34.715916,28.35275,108.31124,28.83787,111.71757,85.466156,55.711136,3.36E-06,3.48E-05,22.35131,-0.022686465,28.778198,34.669,31.95829,65.11534,27.601625,47.7413,76.68894,57.82246,2.50E-06,3.40E-05,11.613548,-0.03174031,28.513384,34.64494,27.932943,64.21951,26.97241,54.544556,77.581154
2003,81,53,28,20,17,16,18,10,0,59.95991,1.53E-06,3.91E-05,8.366274,-0.035849094,29.226793,34.294254,29.531786,85.65488,28.413984,80.56017,80.60406,65.57938,-5.45E-07,3.09E-05,8.2621,-0.02865787,28.0339,33.786213,21.002527,35.78329,24.727709,23.011183,75.29867,57.527233,1.84E-06,3.33E-05,12.341401,-0.01767903,27.47139,35.775745,23.31779,36.46337,25.398073,22.605764,70.901665,55.00305,-7.10E-06,-3.24E-05,8.016186,-0.03543985,28.727491,34.356216,22.84749,54.904602,26.951418,45.478992,81.163124,56.01262,-2.63E-06,-3.41E-05,10.724561,-0.04335524,29.174728,34.7789,29.032148,101.549286,28.63103,100.62968,83.76751,57.957523,2.65E-06,3.41E-05,23.165323,-0.029452637,28.731268,34.742344,35.135612,68.12084,27.768896,53.39108,75.81345,58.67329,2.53E-06,3.40E-05,11.812641,-0.031738956,28.560928,34.62228,26.811226,63.746048,26.98185,54.27948,77.92474
2004,75,54,21,28,12,14,15,6,0,59.02421,2.58E-06,4.01E-05,8.544313,-0.03959142,28.939621,34.2403,31.023119,80.016914,28.120573,71.81219,78.45295,63.463917,-8.99E-07,3.06E-05,8.278356,-0.02992794,28.071085,33.67154,21.501062,37.710888,24.963968,25.647942,75.953,56.041367,7.56E-07,3.22E-05,10.918671,-0.018381173,27.495123,35.81106,23.721937,39.482117,25.571291,25.358358,71.664154,53.708088,-6.50E-06,-3.18E-05,8.587029,-0.030597337,28.76203,34.310425,22.861044,52.11175,26.831766,44.444088,82.34841,56.124146,-2.02E-06,-3.35E-05,11.178889,-0.044087354,29.14576,34.627625,30.654503,105.15317,28.658127,105.9179,84.0129,58.2942,2.67E-06,3.41E-05,22.696543,-0.028564235,28.490915,34.698746,33.338696,67.91755,27.52775,46.562817,74.67788,57.775986,2.27E-06,3.37E-05,11.700634,-0.03185824,28.48409,34.559948,27.183393,63.732067,26.94558,53.290546,77.851555
2005,90,67,23,23,15,27,15,8,2,60.513676,6.29E-07,3.82E-05,8.314697,-0.039408535,29.16971,34.245506,33.04831,89.35166,28.436583,83.44985,79.999725,60.508167,-8.38E-07,3.06E-05,9.025634,-0.024137542,27.864298,33.798214,23.229065,36.17056,24.72883,22.256521,73.49914,57.57254,8.27E-07,3.23E-05,11.162494,-0.02441339,27.784758,35.777027,25.671904,45.680607,25.899538,31.347399,73.90121,53.59821,-6.60E-06,-3.19E-05,7.4577804,-0.03227138,28.798399,34.3092,24.120565,53.86542,26.997675,48.388214,82.14456,56.361816,-2.86E-06,-3.43E-05,11.361599,-0.048294023,29.275404,34.617996,28.994417,104.52655,28.750183,106.55358,84.42792,59.00761,4.58E-06,3.61E-05,24.261208,-0.032404516,28.664808,34.60026,32.76541,66.25388,27.587366,48.628128,75.46963,57.927002,2.44E-06,3.39E-05,11.930569,-0.033488233,28.592896,34.558033,27.971613,65.97478,27.066696,56.77062,78.240364
2006,71,52,19,22,19,9,11,8,2,57.16304,1.66E-06,3.92E-05,9.463387,-0.03584361,29.069456,34.270355,30.921173,87.37389,28.332758,79.46856,79.05306,65.92582,-3.02E-07,3.12E-05,7.4332566,-0.037471276,28.233833,33.639874,22.50669,38.7711,25.031609,28.506918,75.97091,55.945545,8.76E-07,3.24E-05,11.999756,-0.016360115,27.531763,35.77406,25.840162,41.957207,25.656858,26.107178,70.603935,48.51235,-7.00E-06,-3.23E-05,8.151809,-0.02057364,28.488083,34.428364,25.977142,51.763092,26.594873,41.898518,81.396164,61.705154,-7.49E-07,-3.22E-05,10.867054,-0.052600715,29.149683,34.604275,30.298286,115.42767,28.72644,117.59196,84.18015,59.494778,1.89E-06,3.34E-05,22.092112,-0.028390339,28.62519,34.56013,31.533457,67.400276,27.635506,49.00587,73.90443,58.124447,1.98E-06,3.34E-05,11.667895,-0.031873282,28.516336,34.546177,27.846153,67.11554,26.996338,57.096497,77.518105
2007,73,51,22,23,11,14,14,8,3,60.899433,-7.38E-08,3.75E-05,7.8752694,-0.039522152,29.36453,34.235355,32.08924,93.62894,28.676119,93.56445,81.37308,61.27509,-1.50E-06,3.00E-05,8.890276,-0.02454255,27.87058,33.631996,22.40184,36.547268,24.685959,21.934654,74.44745,56.026234,1.07E-06,3.25E-05,12.118037,-0.013969117,27.033234,35.814682,26.569536,36.61279,25.174612,19.520723,66.79832,53.43984,-7.24E-06,-3.25E-05,9.6833105,-0.03230773,28.68841,34.365875,25.669432,57.872005,27.032381,49.669388,80.66712,60.527645,-1.13E-06,-3.26E-05,11.69311,-0.050747696,29.214334,34.605972,28.73336,110.54712,28.744087,112.85715,84.05558,61.1371,3.60E-06,3.51E-05,23.698868,-0.033992767,28.515917,34.498917,33.213646,67.96039,27.617615,50.146618,73.8037,58.884228,1.91E-06,3.34E-05,12.32648,-0.032513667,28.447832,34.525467,28.112844,67.194756,26.988462,57.948833,76.85754
2008,82,58,24,21,17,16,19,5,4,59.872906,-1.54E-06,3.60E-05,8.590093,-0.033791155,29.313791,34.235428,33.369305,100.371124,28.664558,97.77314,81.75327,63.66269,-4.31E-07,3.10E-05,10.455039,-0.041521218,27.877823,33.6402,22.570053,34.830055,24.45666,21.709208,74.44734,57.903706,1.87E-06,3.33E-05,11.463561,-0.019381074,27.470816,35.666615,25.036545,37.561565,25.5197,23.99447,70.75054,47.71472,-7.36E-06,-3.27E-05,10.254897,-0.023939768,28.215422,34.257954,26.642014,50.43275,26.314367,37.147804,79.74278,61.92171,1.17E-06,-3.03E-05,12.737021,-0.05390498,29.037802,34.593124,32.45202,123.17166,28.656755,118.85834,84.96289,56.811066,2.44E-06,3.39E-05,23.311615,-0.027176984,28.490686,34.500263,32.43938,69.35182,27.66272,49.056183,73.91781,57.981136,1.42E-06,3.29E-05,12.802037,-0.03328586,28.401056,34.48226,28.751554,69.2865,26.879128,58.08986,77.59578
2009,81,55,26,22,20,9,16,10,4,60.206905,1.81E-06,3.94E-05,9.609969,-0.03990094,29.161942,34.34293,30.095705,89.18818,28.397814,82.33204,78.30185,62.232086,-5.80E-07,3.09E-05,7.354799,-0.03881198,28.649385,33.580204,22.653051,42.597836,25.595026,36.317814,78.58349,55.89764,1.22E-06,3.27E-05,14.160674,-0.013024611,27.315674,35.699078,26.127428,39.81488,25.507666,23.904846,68.432465,52.708298,-7.72E-06,-3.30E-05,9.24047,-0.027191957,28.643305,34.183113,25.3189,54.911526,26.92868,47.146317,81.388405,62.664295,-2.82E-07,-3.18E-05,11.481849,-0.054427285,29.112793,34.762238,32.945263,123.51124,28.746881,119.39631,84.15162,55.973953,2.74E-06,3.42E-05,22.304054,-0.023570493,28.68096,34.562305,33.85139,68.035805,27.71309,51.295925,73.89491,58.28053,2.20E-06,3.37E-05,12.358636,-0.032821212,28.594007,34.521645,28.498625,69.676575,27.148193,60.06554,77.45879
2010,69,46,23,14,9,18,13,10,5,61.58136,-1.33E-06,3.62E-05,8.586788,-0.03760792,29.413376,34.38856,33.16675,98.363464,28.730555,98.7009,81.519844,60.912113,-5.94E-07,3.09E-05,11.49319,-0.024886625,27.595009,33.68166,23.806831,33.52857,24.442984,17.96121,71.0395,58.019024,1.45E-06,3.29E-05,10.87558,-0.0183335,27.923334,35.714466,26.9168,49.7135,26.194595,36.75815,73.39446,51.532215,-7.24E-06,-3.25E-05,10.386466,-0.025377618,28.900503,34.272217,24.798521,53.650257,27.007378,50.431606,81.5492,59.152264,-1.95E-06,-3.34E-05,12.159381,-0.0460967,29.114372,34.927147,28.450808,100.77647,28.521143,92.6438,81.35614,64.18432,4.93E-06,3.64E-05,23.890694,-0.03409159,28.725183,34.477314,33.949318,68.3714,27.724112,53.009598,74.65328,59.230213,2.27E-06,3.37E-05,12.8986845,-0.03106566,28.611963,34.576893,28.514837,67.40061,27.10346,58.250874,77.25207
2011,70,52,18,21,11,18,9,9,2,62.18553,7.58E-07,3.83E-05,9.497632,-0.045476634,29.028967,34.168453,31.745508,88.368256,28.355085,85.74619,79.00482,62.71641,-2.10E-07,3.13E-05,9.641141,-0.03253844,27.734999,33.66097,22.188643,33.57601,24.355017,20.005423,72.35804,58.0141,1.25E-06,3.27E-05,11.600822,-0.015687495,27.441957,35.74912,27.82168,45.60672,25.899984,28.993345,70.361725,50.684948,-7.85E-06,-3.31E-05,12.048485,-0.018918961,28.282206,34.41038,22.60453,48.1648,26.071665,37.54965,78.27491,59.59486,1.73E-06,-2.97E-05,13.736333,-0.043506593,28.964088,34.824684,35.16234,120.97937,28.59797,113.48298,82.71485,58.037,2.56E-06,3.40E-05,22.808348,-0.027076364,28.582481,34.495995,34.6122,70.757545,27.716028,51.110077,73.44596,58.538807,1.75E-06,3.32E-05,13.222126,-0.030534081,28.339117,34.5516,29.022484,67.90878,26.832626,56.147945,76.02671
2012,80,63,17,25,17,19,14,3,2,59.82272,1.74E-07,3.77E-05,10.213266,-0.040906113,29.033293,34.231113,32.519352,95.112175,28.378838,89.34031,79.5162,62.610046,-7.27E-07,3.08E-05,8.40019,-0.036712114,28.2712,33.535053,22.590765,40.683514,25.21746,30.743738,76.67103,58.5805,1.57E-06,3.30E-05,11.128906,-0.013343887,27.42311,35.71974,23.888079,38.528885,25.409449,23.875593,70.15303,57.65687,-8.45E-06,-3.37E-05,8.866016,-0.036732957,28.719887,34.176098,23.023386,53.13415,26.861763,45.866222,82.20754,60.412354,4.81E-07,-3.10E-05,10.622355,-0.049681563,29.00013,34.840763,32.929527,123.4282,28.633738,117.52646,84.000244,56.729862,2.57E-06,3.41E-05,23.817183,-0.021876698,28.570105,34.609455,32.695335,68.84348,27.651674,49.81949,74.49713,59.302063,1.93E-06,3.34E-05,12.174653,-0.033208888,28.502953,34.518703,27.941076,69.95507,27.025488,59.528637,77.84086
2013,89,66,23,28,20,13,15,8,5,59.077347,4.85E-07,3.80E-05,9.2658205,-0.039945662,29.263327,34.38646,34.052284,99.18574,28.624277,97.08762,80.40499,64.608665,-4.25E-07,3.11E-05,8.053418,-0.036061835,28.18173,33.528095,22.424772,40.333973,24.997808,28.291208,76.428925,56.651455,1.66E-06,3.31E-05,12.915687,-0.01546275,27.171938,35.7656,28.55646,40.43028,25.492813,24.283463,67.73706,53.04247,-8.71E-06,-3.40E-05,8.343378,-0.025717685,28.772322,34.193825,23.980318,53.965595,26.93586,48.310856,81.86959,60.505512,-6.63E-07,-3.21E-05,11.734618,-0.0553941,29.196562,34.812878,28.573044,110.260864,28.705683,109.506935,84.00642,59.461975,3.67E-06,3.51E-05,24.911077,-0.02366895,28.246994,34.540947,34.254265,69.321205,27.470617,45.71506,71.42618,58.891235,2.46E-06,3.39E-05,12.5373335,-0.032708496,28.472145,34.537964,28.640192,68.916275,27.037842,58.865856,76.97886
2014,77,54,23,21,22,8,13,10,3,60.78975,9.18E-07,3.85E-05,8.37194,-0.036685467,29.418356,34.343464,29.144869,84.79502,28.546425,85.11699,80.3974,66.07671,-2.13E-07,3.13E-05,7.927694,-0.04410276,28.541742,33.48245,23.00428,44.0318,25.633406,36.26542,78.21823,55.164867,1.19E-06,3.27E-05,12.831123,-0.010927283,26.932169,35.868587,28.606262,35.972134,25.15819,19.05689,64.24802,54.614346,-7.53E-06,-3.28E-05,7.692993,-0.029871041,28.937647,34.200806,24.598526,58.339718,27.31591,55.702663,82.99561,57.19002,-2.72E-06,-3.42E-05,11.743709,-0.04778554,29.135338,34.741596,30.114595,105.86356,28.657608,105.29841,83.8198,59.059814,4.38E-06,3.59E-05,22.716726,-0.026571417,28.599924,34.531815,31.843378,67.37167,27.658867,49.721996,73.30735,58.815918,2.75E-06,3.42E-05,11.880698,-0.03265725,28.594194,34.52812,27.88532,66.06232,27.161734,58.527058,77.1644
2015,88,65,23,25,26,11,14,9,3,51.554577,1.70E-06,3.93E-05,9.91164,-0.02207168,29.076544,34.474197,30.797462,75.96085,28.042435,69.510826,77.58099,65.30059,-3.09E-07,3.12E-05,6.1510983,-0.051938374,29.16269,33.410923,25.40008,55.461838,27.064783,56.414032,80.48654,57.419003,1.16E-06,3.26E-05,13.194125,-0.012486958,27.146118,35.782455,26.07914,35.894962,25.275482,21.949957,64.64373,57.417797,-5.74E-06,-3.10E-05,8.823091,-0.03014405,28.976585,34.278095,24.651886,60.039062,27.447542,57.30246,83.082886,58.93321,-3.45E-06,-3.49E-05,10.405987,-0.04642628,29.191885,34.77711,29.701408,101.43626,28.694525,104.10571,83.1861,59.09891,2.42E-06,3.39E-05,20.427706,-0.028543321,28.953386,34.56798,32.786877,73.13381,28.16295,62.602077,75.0718,58.28735,2.36E-06,3.38E-05,11.485607,-0.03193511,28.7512,34.54846,28.236143,66.9878,27.447952,61.980846,77.34201
2016,81,65,16,25,21,15,8,8,4,59.552658,4.96E-07,3.81E-05,8.339397,-0.03706199,29.602148,34.506397,32.050644,91.074486,28.861336,96.25925,81.54686,63.084827,-1.11E-06,3.04E-05,7.1155715,-0.028537413,28.562841,33.405773,22.905058,45.933758,25.996862,36.860325,77.95074,59.857655,1.57E-06,3.30E-05,12.212449,-0.018931158,27.325714,35.89036,27.046942,39.60584,25.469862,25.807158,67.070595,55.606487,-6.82E-06,-3.21E-05,7.7085214,-0.03267885,29.316452,34.28607,26.507765,62.59451,27.801336,67.85075,83.16129,52.83585,-3.16E-06,-3.46E-05,10.885463,-0.03293428,29.402222,34.927536,28.784426,89.26336,28.655045,92.02953,83.6788,54.421616,4.57E-06,3.61E-05,24.333868,-0.017427683,28.566004,34.58663,38.586227,74.49914,27.883942,57.08253,73.97585,57.559845,2.59E-06,3.40E-05,11.76588,-0.027928561,28.795898,34.600464,29.313513,67.16185,27.444733,62.648254,77.897354
2017,81,65,16,27,18,17,10,6,3,58.786884,-4.77E-07,3.71E-05,8.310617,-0.03202339,29.73749,34.243786,33.544636,92.272,28.949476,103.89988,82.38065,59.921463,-1.23E-06,3.02E-05,8.208571,-0.03134561,28.261042,33.60068,23.98121,41.741653,25.424227,30.758713,75.01925,57.305325,1.30E-06,3.28E-05,12.977929,-0.018605268,27.458664,35.815968,27.879303,43.24912,25.703672,28.274984,68.31251,47.67761,-8.02E-06,-3.33E-05,9.241969,-0.016880719,28.423239,34.556812,28.60723,53.690567,26.609636,43.8609,79.4181,58.910976,-3.54E-07,-3.18E-05,9.251707,-0.05091765,29.389013,34.53435,31.958677,107.56732,28.933191,119.33374,84.62477,57.75359,3.88E-06,3.54E-05,23.346735,-0.024596281,28.739502,34.549496,33.78949,68.13735,27.764765,53.963913,73.88315,56.72598,1.98E-06,3.34E-05,11.889587,-0.029061487,28.66816,34.550182,29.96009,67.77634,27.23083,63.348694,77.27306
2018,94,73,21,29,23,15,13,8,6,57.684864,1.51E-06,3.91E-05,9.457776,-0.03775497,29.12528,34.153233,32.190834,86.0124,28.379099,79.365685,78.23935,63.69925,-6.59E-07,3.08E-05,7.819926,-0.037071098,28.258112,33.614704,25.248285,43.86964,25.472878,32.93964,75.24415,56.2066,1.20E-06,3.27E-05,14.220642,-0.005742404,26.716883,35.948948,28.153755,32.597786,24.986315,17.963999,61.10259,53.354733,-7.20E-06,-3.25E-05,9.357927,-0.029242694,28.541763,34.31316,27.448904,55.52982,26.92498,47.123837,79.81172,57.65616,-1.50E-06,-3.30E-05,11.103363,-0.048179463,29.17933,34.673225,34.140343,112.07491,28.767416,118.12496,83.862976,56.51736,3.03E-06,3.45E-05,23.330362,-0.02133265,28.487679,34.572964,33.20999,67.89988,27.587753,48.608906,72.049324,57.519833,2.30E-06,3.38E-05,12.548332,-0.029887214,28.384842,34.54604,30.065353,66.33074,27.01974,57.354507,75.05168
2019,94,68,26,27,19,16,17,9,6,58.3809,1.20E-06,3.88E-05,9.425715,-0.03808276,29.37665,34.32432,34.04362,88.05988,28.661102,89.17041,79.0843,62.632626,-1.19E-06,3.03E-05,6.9949245,-0.03390934,28.383232,33.597168,23.896576,42.624435,25.551077,33.93041,75.30987,55.948963,1.88E-06,3.34E-05,12.718082,-0.009943432,27.153238,35.97359,28.4602,39.10354,25.36174,23.692686,64.68981,49.265263,-5.59E-06,-3.09E-05,8.146904,-0.018981004,28.97116,34.322582,29.02242,63.735443,27.619263,63.257534,82.04794,55.668884,-4.20E-06,-3.57E-05,11.916879,-0.046252236,29.15693,34.699272,31.772043,108.60577,28.739641,112.27124,81.83356,59.361282,1.61E-06,3.31E-05,21.591942,-0.03348617,28.86843,34.639156,34.314213,73.16027,28.04133,60.299866,73.97013,56.876324,2.21E-06,3.37E-05,11.799075,-0.030109158,28.651606,34.59268,30.251513,69.2149,27.329027,63.770355,76.15594
2020,97,73,24,23,16,29,14,10,5,58.26726,-5.41E-07,3.70E-05,7.531387,-0.03230992,29.705736,34.365078,35.35323,92.84469,28.995842,101.95923,82.345055,61.620014,-1.28E-06,3.02E-05,7.845398,-0.029331228,28.29616,33.64394,24.426142,42.097332,25.305872,31.397026,75.33256,55.291042,2.07E-06,3.35E-05,12.615392,-0.014366106,27.54406,35.788967,26.20881,42.753155,25.717321,28.78116,68.67949,54.08667,-7.40E-06,-3.27E-05,8.090526,-0.03156012,29.200815,34.42782,27.800756,65.83732,27.830027,70.60053,82.459526,57.06894,-1.96E-06,-3.34E-05,12.311015,-0.04920375,29.299635,34.72617,33.683662,111.02332,28.902689,118.53241,82.44144,61.399418,4.19E-06,3.57E-05,23.710917,-0.03204668,28.872032,34.49894,34.195328,72.10728,28.0207,59.752567,75.1155,57.955555,2.30E-06,3.38E-05,12.01744,-0.031469632,28.819738,34.57515,30.277987,71.11051,27.462076,68.50382,77.72893
